-83.68382263,42.24703979,6
-83.68382263,42.2467804,6
-83.68380737,42.24650955,6
-83.68379974,42.24625015,6
-83.68379211,42.24597931,6
-83.68377686,42.24571991,6
-83.68376923,42.24544907,6
-83.6837616,42.24517822,6
-83.68374634,42.24489975,6
-83.68374634,42.24462128,6
-83.68373871,42.24433899,6
-83.68373108,42.24406052,6
-83.68373108,42.2437706,6
-83.68373108,42.24348068,6
-83.68374634,42.24319077,6
-83.68377686,42.24290085,6
-83.68380737,42.24261093,6
-83.68386078,42.24232101,6
-83.68392181,42.2420311,6
-83.68399048,42.24174118,6
-83.68406677,42.24143982,6
-83.68417358,42.2411499,6
-83.6842804,42.24087143,6
-83.68438721,42.24058151,6
-83.68451691,42.24029922,6
-83.68463135,42.24000931,6
-83.68475342,42.23971939,6
-83.68486786,42.23944092,6
-83.6849823,42.239151,6
-83.68508911,42.23886108,6
-83.68520355,42.23857117,6
-83.68530273,42.23826981,6
-83.68538666,42.23797989,6
-83.68549347,42.23768997,6
-83.68556976,42.23738098,6
-83.68563843,42.23709106,6
-83.68569946,42.2367897,6
-83.68575287,42.23648071,6
-83.68578339,42.23617935,6
-83.68580627,42.23588181,6
-83.68582153,42.23558044,6
-83.68582916,42.23527908,6
-83.68582153,42.23498917,6
-83.68580627,42.23469162,6
-83.68580627,42.23439026,6
-83.68580627,42.2340889,6
-83.68579865,42.23379135,6
-83.68579102,42.23348999,6
-83.68579102,42.23318863,6
-83.68578339,42.23289871,6
-83.68578339,42.2326088,6
-83.68576813,42.23233032,6
-83.6857605,42.23205185,6
-83.6857605,42.23176956,6
-83.68575287,42.23149872,6
-83.68575287,42.23123169,6
-83.68575287,42.2309494,6
-83.68573761,42.23067856,6
-83.68573761,42.23041153,6
-83.68572998,42.23014069,6
-83.68572235,42.22986984,6
-83.68572235,42.229599,6
-83.68570709,42.22932053,6
-83.68570709,42.22904968,6
-83.68569946,42.22877884,6
-83.68569183,42.22851181,6
-83.68567657,42.22822952,6
-83.68567657,42.22795868,6
-83.68566895,42.22769165,6
-83.68566895,42.22740936,6
-83.68566132,42.22713852,6
-83.68565369,42.22687149,6
-83.68565369,42.2265892,6
-83.68565369,42.22631836,6
-83.68563843,42.22605133,6
-83.6856308,42.22576904,6
-83.6856308,42.22549057,6
-83.68562317,42.22521973,6
-83.68562317,42.22494125,6
-83.68560791,42.22465134,6
-83.68560791,42.22436905,6
-83.68560028,42.22407913,6
-83.68559265,42.22380066,6
-83.68559265,42.22351837,6
-83.68557739,42.2232399,6
-83.68557739,42.22296143,6
-83.68556976,42.22267914,6
-83.68556976,42.22240829,6
-83.68556213,42.22212982,6
-83.68554688,42.22185898,6
-83.68553162,42.22158813,6
-83.68551636,42.22130966,6
-83.6855011,42.22103882,6
-83.68549347,42.22076035,6
-83.68547821,42.22047043,6
-83.68547058,42.22018814,6
-83.68546295,42.21990967,6
-83.68546295,42.2196312,6
-83.68544769,42.21934891,6
-83.68544006,42.21907043,6
-83.68544006,42.21878052,6
-83.68543243,42.2184906,6
-83.68541718,42.21820831,6
-83.68541718,42.2179184,6
-83.68540955,42.21763992,6
-83.68540192,42.21735001,6
-83.68538666,42.21706009,6
-83.68538666,42.21677017,6
-83.68538666,42.21648026,6
-83.68537903,42.21620178,6
-83.6853714,42.21591187,6
-83.6853714,42.21561813,6
-83.68536377,42.21533966,6
-83.68536377,42.2150383,6
-83.68534851,42.21474838,6
-83.68534851,42.21445847,6
-83.68534088,42.21416855,6
-83.68533325,42.21387863,6
-83.68533325,42.21360016,6
-83.68531799,42.21331024,6
-83.68531799,42.21302032,6
-83.68531036,42.21274185,6
-83.68530273,42.21244812,6
-83.68530273,42.21216965,6
-83.68528748,42.21187973,6
-83.68527985,42.21158981,6
-83.68527985,42.21131134,6
-83.68527222,42.21100998,6
-83.68525696,42.21072006,6
-83.68525696,42.21043015,6
-83.68524933,42.21014023,6
-83.6852417,42.20983887,6
-83.68522644,42.20954895,6
-83.68522644,42.20925903,6
-83.68521881,42.20896149,6
-83.68521881,42.20867157,6
-83.68521118,42.20838165,6
-83.68521118,42.20809174,6
-83.68520355,42.20779037,6
-83.68520355,42.20750046,6
-83.68518829,42.20721054,6
-83.68518066,42.20692062,6
-83.68517303,42.20663071,6
-83.68517303,42.20634079,6
-83.68515778,42.20605087,6
-83.68515015,42.20574951,6
-83.68514252,42.20545959,6
-83.68512726,42.20516968,6
-83.68512726,42.20487976,6
-83.68512726,42.20458984,6
-83.68511963,42.20429993,6
-83.685112,42.20402145,6
-83.68509674,42.20373154,6
-83.68509674,42.20344162,6
-83.68509674,42.2031517,6
-83.68508911,42.20286179,6
-83.68508148,42.20257187,6
-83.68506622,42.20228958,6
-83.68506622,42.20199966,6
-83.68506622,42.20170975,6
-83.68505859,42.20140839,6
-83.68505096,42.20111847,6
-83.68505096,42.20082092,6
-83.68504333,42.20053101,6
-83.68504333,42.20022964,6
-83.68502808,42.19992828,6
-83.68502045,42.19963837,6
-83.68502045,42.19934082,6
-83.68501282,42.1990509,6
-83.68501282,42.19874954,6
-83.68499756,42.19845963,6
-83.68498993,42.19815826,6
-83.6849823,42.19786072,6
-83.6849823,42.1975708,6
-83.68496704,42.19726944,6
-83.68496704,42.19697952,6
